# SSG Issues Database
# id	file_path	category	status	severity	description	last_updated	source
ISS-477	ssg-md/src/main/scala/ssg/md/formatter/internal/CoreNodeFormatter.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-478	ssg-md/src/main/scala/ssg/md/formatter/internal/FormatControlProcessor.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-479	ssg-md/src/main/scala/ssg/md/formatter/internal/TranslationHandlerImpl.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-480	ssg-md/src/main/scala/ssg/md/html/AttributeProvider.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-481	ssg-md/src/main/scala/ssg/md/html/HtmlRenderer.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-482	ssg-md/src/main/scala/ssg/md/html/RendererExtension.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-483	ssg-md/src/main/scala/ssg/md/html/renderer/CoreNodeRenderer.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-484	ssg-md/src/main/scala/ssg/md/parser/MutableListOptions.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-485	ssg-md/src/main/scala/ssg/md/parser/core/HtmlBlockParser.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-486	ssg-md/src/main/scala/ssg/md/parser/core/delimiter/Delimiter.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-487	ssg-md/src/main/scala/ssg/md/parser/internal/DocumentParser.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-488	ssg-md/src/main/scala/ssg/md/util/ast/Document.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-489	ssg-md/src/main/scala/ssg/md/util/ast/Node.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-490	ssg-md/src/main/scala/ssg/md/util/ast/NodeIterator.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-491	ssg-md/src/main/scala/ssg/md/util/collection/CopyOnWriteRef.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-492	ssg-md/src/main/scala/ssg/md/util/collection/MapEntry.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-493	ssg-md/src/main/scala/ssg/md/util/collection/OrderedMap.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-494	ssg-md/src/main/scala/ssg/md/util/collection/OrderedMultiMap.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-495	ssg-md/src/main/scala/ssg/md/util/collection/OrderedSet.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-496	ssg-md/src/main/scala/ssg/md/util/data/NullableDataKey.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-497	ssg-md/src/main/scala/ssg/md/util/format/MarkdownParagraph.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-498	ssg-md/src/main/scala/ssg/md/util/format/MarkdownTable.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-499	ssg-md/src/main/scala/ssg/md/util/format/MarkdownWriterBase.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-500	ssg-md/src/main/scala/ssg/md/util/format/TableFormatOptions.scala	shortcuts	resolved	high	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-501	ssg-md/src/main/scala/ssg/md/util/format/TableSection.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-502	ssg-md/src/main/scala/ssg/md/util/misc/BitFieldSet.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-503	ssg-md/src/main/scala/ssg/md/util/misc/Utils.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-504	ssg-md/src/main/scala/ssg/md/util/sequence/Escaping.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-505	ssg-md/src/main/scala/ssg/md/util/sequence/IRichSequenceBase.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-506	ssg-md/src/main/scala/ssg/md/util/sequence/LineAppendable.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-507	ssg-md/src/main/scala/ssg/md/util/sequence/LineAppendableImpl.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-508	ssg-md/src/main/scala/ssg/md/util/sequence/PlaceholderReplacer.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-509	ssg-md/src/main/scala/ssg/md/util/sequence/Range.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-510	ssg-md/src/main/scala/ssg/md/util/sequence/SegmentedSequenceFull.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-511	ssg-md/src/main/scala/ssg/md/util/sequence/SegmentedSequenceTree.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-512	ssg-md/src/main/scala/ssg/md/util/sequence/SequenceUtils.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-513	ssg-sass/src/main/scala/ssg/sass/visitor/CloneCssVisitor.scala	high	resolved	incomplete-port	CloneCssVisitor is a complete stub: every visit method returns the input node unchanged. Dart original (109 LOC) creates deep ModifiableCss copies with new selector mappings from ExtensionStore.clone(). Missing: _visitChildren helper, cloneCssStylesheet() top-level function.	2026-04-17	manual
ISS-514	ssg-sass/src/main/scala/ssg/sass/visitor/EveryCssVisitor.scala	medium	resolved	incomplete-port	EveryCssVisitor defaults all methods to true but Dart defaults leaf methods (Comment/Declaration/Import) to false and parent methods recurse via node.children.every(). Scala inverts semantics AND drops all child recursion. Every-CSS predicate checks will always return true regardless of content.	2026-04-17	manual
ISS-515	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	high	resolved	logic_gap	rgb()/rgba() 2-arg path missing Dart _rgbTwoArg logic (lines 1388-1423): no isSpecialVariable checks, no isLegacy check/throw for non-legacy colors, no assertLegacy call, no toSpace(rgb) conversion, no isSpecialNumber handling to construct 4-arg function string. Port lines 533-541 just does scalar extraction and changeAlpha.	2026-04-18	manual
ISS-516	ssg-sass/src/main/scala/ssg/sass/visitor/ExpressionToCalcVisitor.scala	high	resolved	incomplete-port	ExpressionToCalcVisitor is a complete stub (all identity returns). Dart original (65 LOC) wraps modulo in max(math), converts unary +/- for calc, passes InterpolatedFunction/If unchanged. Also missing: top-level expressionToCalc() function wrapping result in FunctionExpression('calc'). Used by error messages and calculation simplifier.	2026-04-17	manual
ISS-517	ssg-sass/src/main/scala/ssg/sass/visitor/IsCalculationSafeVisitor.scala	high	resolved	incomplete-port	IsCalculationSafeVisitor is a complete stub (all return false). Dart original (90 LOC) returns true for: FunctionExpression, IfExpression, InterpolatedFunctionExpression, LegacyIfExpression, NumberExpression, VariableExpression; validates BinaryOperationExpression for +/-/*/div with recursive left/right check; validates ListExpression (space-sep, no brackets, >1 items); validates StringExpression (not !important, not #id, not U+range, not url()). Critical for calculation evaluation - without it, calc() arguments are never recognized as safe.	2026-04-17	manual
ISS-518	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	high	resolved	logic_gap	rgb()/rgba() 3-4 arg paths use custom scalar() helper instead of Dart _colorFromChannels (line 1370-1384). Dart routes through _colorFromChannels which uses _channelFromValue for unit validation and clamping. Port uses scalar() which only handles % and unitless, missing _channelFromValue behaviors: requiresPercent check, lowerClamped/upperClamped split clamping, proper percentageOrUnitless error messages. Also missing fromRgbFunction=true flag for ColorFormat tracking.	2026-04-18	manual
ISS-519	ssg-sass/src/main/scala/ssg/sass/parse/SassParser.scala	missing-implementation	resolved	critical	SassParser uses indented-to-SCSS preprocessing instead of faithful port. Original has 19 methods; port replaces ALL with UnsupportedOperationException stubs.	2026-04-18	manual
ISS-520	ssg-sass/src/main/scala/ssg/sass/parse/CssParser.scala	architecture-mismatch	resolved	high	CssParser uses post-parse AST-walk instead of dart-sass inline parse-time rejection. Missing: _disallowedFunctionNames set, _cssFunctionRule, _cssImportRule, parentheses override, identifierLike override.	2026-04-18	manual
ISS-521	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	medium	resolved	logic_gap	 — Stale: verified fix already in ColorFunctions.scala	2026-05-06	manual
ISS-522	ssg-sass/src/main/scala/ssg/sass/visitor/IsPlainCssVisitor.scala	high	resolved	incomplete-port	IsPlainCssVisitor is a complete stub (all return false). Dart original (98 LOC) has _allowInterpolation field, returns true for: ColorExpression, NumberExpression; validates FunctionExpression (no namespace + valid args), ListExpression (non-empty or bracketed), ParenthesizedExpression, StringExpression (plain or interpolation-allowed); validates IfExpression branches; implements IfConditionExpressionVisitor (6 methods). Also missing: _visitArgumentList helper. Used by Expression.isPlainCss which gates Sass-vs-CSS classification.	2026-04-17	manual
ISS-523	ssg-sass/src/main/scala/ssg/sass/parse/Parser.scala	missing-method	resolved	high	Parser.scala missing 10 methods from parser.dart: matchesIdentifier, scanCharIf, scanIdentChar, expectIdentChar, tryUrl, withErrorMessage, debug, _adjustExceptionSpan, _firstNewlineBefore, spanFromPosition. Also scanIdentifier uses char-by-char loop instead of scanIdentChar.	2026-04-18	manual
ISS-524	ssg-sass/src/main/scala/ssg/sass/value/Value.scala	missing_method	resolved	high	Value.sassIndexToListIndex missing deprecation warning for unitful indexes	2026-04-17	manual
ISS-525	ssg-sass/src/main/scala/ssg/sass/visitor/ReplaceExpressionVisitor.scala	high	resolved	incomplete-port	ReplaceExpressionVisitor is a complete stub (all identity returns). Dart original (193 LOC) creates deep copies: BinaryOperationExpression(op, left.accept, right.accept), FunctionExpression(originalName, visitArgumentList), ListExpression with mapped contents, MapExpression with mapped pairs, StringExpression(visitInterpolation), SupportsExpression(visitSupportsCondition), UnaryOperationExpression(op, operand.accept). Also missing: visitArgumentList, visitSupportsCondition, visitInterpolation protected helpers AND all 6 IfConditionExpressionVisitor methods. ExpressionToCalcVisitor depends on this as its base class.	2026-04-17	manual
ISS-526	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	missing-method	resolved	critical	StylesheetParser.scala missing 25+ methods from stylesheet.dart: almostAnyValue, _interpolatedDeclarationValue, _mediaQueryList, interpolatedStringToken, _tryUrlContents, _withChildren, _lookingAtPotentialPropertyHack, _addOrInject, _publicIdentifier, _assertPublic, mozDocumentRule, unknownAtRule, _disallowedAtRule, _functionChild, _declarationAtRule, _plainAtRuleName, _importSupportsQuery, _tryImportSupportsFunction, _supportsCondition, _supportsConditionInParens, _supportsDeclarationValue, _urlString, _memberList, parseParameterList (return type wrong), expressionUntilComma (partially).	2026-04-18	manual
ISS-527	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	medium	resolved	logic_gap	 — Stale: verified fix already in ColorFunctions.scala	2026-05-06	manual
ISS-528	ssg-sass/src/main/scala/ssg/sass/value/Value.scala	missing_method	resolved	high	Value._selectorString and _selectorStringOrNull not ported (Dart value.dart:248-293). Also missing SassApiValue extension methods assertSelector, assertSimpleSelector, assertCompoundSelector, assertComplexSelector (Dart value.dart:447-551). Used by selector-parse(), selector-nest(), etc.	2026-04-17	manual
ISS-529	ssg-sass/src/main/scala/ssg/sass/value/Value.scala	missing_method	resolved	medium	Value.plus missing SassCalculation throw (Dart value.dart:367-369 throws Undefined operation for SassCalculation). Value.minus also missing SassCalculation check (Dart lines 376-381). Port silently concatenates instead.	2026-04-17	manual
ISS-530	ssg-sass/src/main/scala/ssg/sass/visitor/RecursiveAstVisitor.scala	high	resolved	incomplete-port	RecursiveAstVisitor is a complete stub: all 50+ methods are no-ops (return Unit). Dart original (377 LOC) has full recursive traversal: visitAtRootRule visits query+super, visitAtRule visits name+value interpolations+super, visitContentRule visits ArgumentList, visitDebugRule/ErrorRule/WarnRule visit expression, visitDeclaration visits name interpolation+value expression+super, visitEachRule visits list+super, visitForRule visits from+to+super, visitIfRule visits clause expressions+children, visitImportRule visits StaticImport url/modifiers interpolations, visitIncludeRule visits ArgumentList+super, all 18 expression visitors recurse into sub-expressions, all 6 IfCondition visitors recurse, all 11 InterpolatedSelector visitors recurse, plus visitCallableDeclaration, visitArgumentList, visitSupportsCondition, visitInterpolation, visitQualifiedName protected helpers. Without this, any visitor extending RecursiveAstVisitor (like FindDependenciesVisitor's conceptual base) will silently skip expression traversal.	2026-04-17	manual
ISS-531	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	architecture-mismatch	resolved	critical	Expression parser uses text-based _parseSimpleExpression instead of dart-sass recursive-descent _singleExpression. The original has a proper operator-precedence parser with 30+ dispatch cases in _singleExpression. The port collects raw text then does regex-like splitting. _rdExpression is partially ported but labeled stage 1 with many stubs.	2026-05-07	manual
ISS-532	ssg-sass/src/main/scala/ssg/sass/value/Value.scala	missing_method	resolved	low	 — Stale: verified fix in code	2026-05-06	manual
ISS-533	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	stub-method	resolved	high	parseSignature throws UnsupportedOperationException. parseVariableDeclaration and parseUseRule lack proper error handling. parseParameterList not ported (returns wrong type).	2026-04-18	manual
ISS-534	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	high	resolved	logic_gap	to-gamut() implementation differs critically from Dart: (1) Dart requires non-null method arg and throws specific error message 'color.to-gamut() requires a method argument for forwards-compatibility' when method is null (lines 666-673). Port silently defaults to localMinde. (2) Dart validates method name via GamutMapMethod.fromName BEFORE checking space.isBounded, so invalid method names always produce errors. Port doesn't validate. (3) Dart returns color unchanged if space is not bounded (line 681). Port doesn't check isBounded.	2026-04-18	manual
